scheme_name,state,category,department,eligibility,benefits,documents_required,application_process,official_website,min_income,max_income,min_age,max_age,gender,target_category
Seva Benefit Scheme 1967,Karnataka,Disabled,Rural Development,Resident of Karnataka; category Disabled; annual income between 50000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1967,50000,250000,60,60,All,Disabled
Seva Benefit Scheme 1968,West Bengal,Minority,Minority Affairs,Resident of West Bengal; category Minority; annual income between 100000 and 400000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1968,100000,400000,0,0,Male,Minority
Seva Benefit Scheme 1969,Odisha,Student,Skill Development,Resident of Odisha; category Student; annual income between 50000 and 250000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1969,50000,250000,45,60,Male,Student
Seva Benefit Scheme 1970,Gujarat,SC,Rural Development,Resident of Gujarat; category SC; annual income between 0 and 100000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1970,0,100000,60,60,Female,SC
Seva Benefit Scheme 1971,Odisha,Women,Rural Development,Resident of Odisha; category Women; annual income between 150000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1971,150000,350000,60,60,Male,Women
Seva Benefit Scheme 1972,Maharashtra,Minority,Health,Resident of Maharashtra; category Minority; annual income between 150000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1972,150000,250000,60,60,All,Minority
Seva Benefit Scheme 1973,Odisha,Women,Health,Resident of Odisha; category Women; annual income between 0 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1973,0,200000,0,80,Female,Women
Seva Benefit Scheme 1974,Gujarat,Senior Citizen,Women & Child,Resident of Gujarat; category Senior Citizen; annual income between 50000 and 250000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1974,50000,250000,35,60,All,Senior Citizen
Seva Benefit Scheme 1975,Rajasthan,Disabled,Health,Resident of Rajasthan; category Disabled; annual income between 50000 and 250000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1975,50000,250000,18,35,All,Disabled
Seva Benefit Scheme 1976,Maharashtra,OBC,Social Welfare,Resident of Maharashtra; category OBC; annual income between 100000 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1976,100000,300000,18,60,Female,OBC
Seva Benefit Scheme 1977,Karnataka,OBC,Social Welfare,Resident of Karnataka; category OBC; annual income between 0 and 200000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1977,0,200000,40,0,All,OBC
Seva Benefit Scheme 1978,Gujarat,Minority,Skill Development,Resident of Gujarat; category Minority; annual income between 150000 and 350000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1978,150000,350000,18,80,Male,Minority
Seva Benefit Scheme 1979,Andhra Pradesh,OBC,Education,Resident of Andhra Pradesh; category OBC; annual income between 150000 and 350000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1979,150000,350000,35,40,Female,OBC
Seva Benefit Scheme 1980,Andhra Pradesh,Senior Citizen,Health,Resident of Andhra Pradesh; category Senior Citizen; annual income between 150000 and 450000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1980,150000,450000,45,60,Male,Senior Citizen
Seva Benefit Scheme 1981,Bihar,Senior Citizen,Rural Development,Resident of Bihar; category Senior Citizen; annual income between 150000 and 350000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1981,150000,350000,21,0,Male,Senior Citizen
Seva Benefit Scheme 1982,Delhi,Women,Social Welfare,Resident of Delhi; category Women; annual income between 150000 and 650000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1982,150000,650000,35,60,Male,Women
Seva Benefit Scheme 1983,West Bengal,Minority,Agriculture,Resident of West Bengal; category Minority; annual income between 100000 and 400000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1983,100000,400000,0,80,All,Minority
Seva Benefit Scheme 1984,Gujarat,General,Minority Affairs,Resident of Gujarat; category General; annual income between 0 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1984,0,300000,21,80,All,General
Seva Benefit Scheme 1985,Maharashtra,Minority,Social Welfare,Resident of Maharashtra; category Minority; annual income between 50000 and 250000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1985,50000,250000,18,80,Female,Minority
Seva Benefit Scheme 1986,Bihar,OBC,Skill Development,Resident of Bihar; category OBC; annual income between 0 and 500000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1986,0,500000,35,60,Female,OBC
Seva Benefit Scheme 1987,Uttar Pradesh,Student,Rural Development,Resident of Uttar Pradesh; category Student; annual income between 100000 and 200000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1987,100000,200000,40,0,Female,Student
Seva Benefit Scheme 1988,Karnataka,Women,Health,Resident of Karnataka; category Women; annual income between 100000 and 300000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1988,100000,300000,40,45,All,Women
Seva Benefit Scheme 1989,Andhra Pradesh,OBC,Rural Development,Resident of Andhra Pradesh; category OBC; annual income between 100000 and 300000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1989,100000,300000,35,60,All,OBC
Seva Benefit Scheme 1990,Karnataka,SC,Skill Development,Resident of Karnataka; category SC; annual income between 50000 and 550000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1990,50000,550000,18,45,Male,SC
Seva Benefit Scheme 1991,Rajasthan,Senior Citizen,Health,Resident of Rajasthan; category Senior Citizen; annual income between 150000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1991,150000,250000,0,35,All,Senior Citizen
Seva Benefit Scheme 1992,Gujarat,Student,Skill Development,Resident of Gujarat; category Student; annual income between 150000 and 650000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1992,150000,650000,40,60,All,Student
Seva Benefit Scheme 1993,Gujarat,Senior Citizen,Rural Development,Resident of Gujarat; category Senior Citizen; annual income between 50000 and 150000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1993,50000,150000,0,0,All,Senior Citizen
Seva Benefit Scheme 1994,Rajasthan,Farmer,Minority Affairs,Resident of Rajasthan; category Farmer; annual income between 100000 and 300000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1994,100000,300000,21,0,All,Farmer
Seva Benefit Scheme 1995,Maharashtra,Women,Agriculture,Resident of Maharashtra; category Women; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1995,50000,550000,0,60,Male,Women
Seva Benefit Scheme 1996,Gujarat,OBC,Agriculture,Resident of Gujarat; category OBC; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1996,0,500000,40,0,All,OBC
Seva Benefit Scheme 1997,Andhra Pradesh,General,Education,Resident of Andhra Pradesh; category General; annual income between 0 and 300000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1997,0,300000,60,80,All,General
Seva Benefit Scheme 1998,Uttar Pradesh,Disabled,Social Welfare,Resident of Uttar Pradesh; category Disabled; annual income between 50000 and 350000.,Subsidy support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1998,50000,350000,18,35,All,Disabled
Seva Benefit Scheme 1999,Karnataka,Women,Skill Development,Resident of Karnataka; category Women; annual income between 50000 and 550000.,Scholarship assistance,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/1999,50000,550000,0,60,All,Women
Seva Benefit Scheme 2000,Tamil Nadu,OBC,Skill Development,Resident of Tamil Nadu; category OBC; annual income between 0 and 500000.,Direct benefit transfer,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2000,0,500000,18,80,Male,OBC
Seva Benefit Scheme 2001,West Bengal,Farmer,Social Welfare,Resident of West Bengal; category Farmer; annual income between 100000 and 300000.,Livelihood support,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2001,100000,300000,60,80,Female,Farmer
Seva Benefit Scheme 2002,Delhi,Student,Rural Development,Resident of Delhi; category Student; annual income between 50000 and 150000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2002,50000,150000,40,45,All,Student
Seva Benefit Scheme 2003,Maharashtra,Disabled,Health,Resident of Maharashtra; category Disabled; annual income between 50000 and 250000.,Insurance coverage,"Aadhar, PAN, Income Certificate, Residence Proof, Bank Passbook.",Apply via nearest CSC or official portal with required documents.,https://gov.example/schemes/2003,50000,250000,35,60,Male,Disabled
